food_id,category,sub_category,food_name,calories_per_100g,common_unit,edible_rate,remark,protein_per_100g,carb_per_100g,fat_per_100g
478,肉蛋奶类,熟制畜禽肉,卤鸭肝,128,1份（100g）≈128 kcal,1.0,卤制,0,0,0
479,肉蛋奶类,熟制畜禽肉,卤鸭锁骨,215,1份（100g）≈215 kcal,0.5,带骨,0,0,0
480,肉蛋奶类,熟制畜禽肉,水煮兔肉,130,1份（100g）≈130 kcal,1.0,清水煮,0,0,0
481,肉蛋奶类,熟制畜禽肉,酱驴肉,145,1份（100g）≈145 kcal,1.0,卤制,0,0,0
482,肉蛋奶类,熟制水产,清蒸多宝鱼,105,1份（100g）≈105 kcal,1.0,清蒸,0,0,0
483,肉蛋奶类,熟制水产,清蒸石斑鱼,92,1份（100g）≈92 kcal,1.0,清蒸,0,0,0
484,肉蛋奶类,熟制水产,清煮鲅鱼,121,1份（100g）≈121 kcal,1.0,清水煮,0,0,0
485,肉蛋奶类,熟制水产,清煮象拔蚌,82,1份（100g）≈82 kcal,1.0,清水煮,0,0,0
486,肉蛋奶类,熟制水产,清煮北极贝,70,1份（100g）≈70 kcal,1.0,清水煮,0,0,0
487,肉蛋奶类,熟制水产,清煮波士顿龙虾,90,1只（500g）≈450 kcal,0.4,带壳,0,0,0
488,肉蛋奶类,熟制水产,清煮皮皮虾,81,1份（100g）≈81 kcal,0.3,带壳,0,0,0
489,肉蛋奶类,熟制水产,清煮蛏子,40,1份（100g）≈40 kcal,0.2,带壳,0,0,0
490,肉蛋奶类,加工肉制品,蒜肠,275,1根（100g）≈275 kcal,1.0,即食,0,0,0
491,肉蛋奶类,加工肉制品,血肠,165,1份（100g）≈165 kcal,1.0,蒸制,0,0,0
492,肉蛋奶类,加工肉制品,米肠,215,1份（100g）≈215 kcal,1.0,蒸制,0,0,0
493,肉蛋奶类,加工肉制品,猪肉粒,400,1袋（50g）≈200 kcal,1.0,即食,0,0,0
494,肉蛋奶类,奶及奶制品,水牛奶,85,1盒（200ml）≈170 kcal,1.0,即饮,0,0,0
495,肉蛋奶类,奶及奶制品,羊奶,59,1盒（200ml）≈118 kcal,1.0,即饮,0,0,0
496,肉蛋奶类,奶及奶制品,马斯卡彭奶酪,410,1勺（20g）≈82 kcal,1.0,烘焙用,0,0,0
497,肉蛋奶类,奶及奶制品,布里奶酪,330,1块（20g）≈66 kcal,1.0,即食,0,0,0
498,中西菜肴类,八大菜系菜,辣椒炒肉,200,1份（100g）≈200 kcal,1.0,湘菜,0,0,0
499,中西菜肴类,八大菜系菜,小炒黄牛肉,170,1份（100g）≈170 kcal,1.0,湘菜,0,0,0
500,中西菜肴类,八大菜系菜,剁椒鱼头,130,1份（100g）≈130 kcal,0.4,带骨，湘菜,0,0,0
501,中西菜肴类,八大菜系菜,东坡肉,485,1份（100g）≈485 kcal,1.0,江浙菜,0,0,0
502,中西菜肴类,八大菜系菜,糖醋里脊,275,1份（100g）≈275 kcal,1.0,江浙菜,0,0,0
503,中西菜肴类,八大菜系菜,锅包肉,305,1份（100g）≈305 kcal,1.0,东北菜,0,0,0
504,中西菜肴类,八大菜系菜,猪肉炖粉条,205,1份（100g）≈205 kcal,1.0,东北菜,0,0,0
505,中西菜肴类,八大菜系菜,杀猪菜,175,1份（100g）≈175 kcal,1.0,东北菜,0,0,0
506,中西菜肴类,烧烤夜宵,烤牛肉串,170,10串≈170 kcal,1.0,烧烤制,0,0,0
507,中西菜肴类,烧烤夜宵,蒜蓉烤茄子,120,1份（100g）≈120 kcal,1.0,烧烤制,0,0,0
508,中西菜肴类,烧烤夜宵,烤韭菜,100,1串≈100 kcal,1.0,刷油烤制,0,0,0
509,中西菜肴类,烧烤夜宵,烤金针菇,110,1串≈110 kcal,1.0,刷油烤制,0,0,0
510,中西菜肴类,烧烤夜宵,蒜蓉烤生蚝,95,1个（100g）≈95 kcal,0.3,带壳,0,0,0
511,中西菜肴类,烧烤夜宵,蒜蓉小龙虾,175,1斤（500g）≈875 kcal,0.3,带壳,0,0,0
512,中西菜肴类,烧烤夜宵,捞汁小海鲜,100,1份（100g）≈100 kcal,1.0,捞汁,0,0,0
513,中西菜肴类,烧烤夜宵,锡纸花甲粉,140,1份（200g）≈280 kcal,1.0,含粉丝,0,0,0
514,中西菜肴类,西餐细分,黑椒牛柳意面,185,1份（300g）≈555 kcal,1.0,意面,0,0,0
515,中西菜肴类,西餐细分,榴莲披萨,280,1片（100g）≈280 kcal,1.0,薄底,0,0,0
516,中西菜肴类,西餐细分,玛格丽特披萨,235,1片（100g）≈235 kcal,1.0,薄底,0,0,0
517,中西菜肴类,西餐细分,墨西哥鸡肉卷,220,1份≈220 kcal,1.0,单卷,0,0,0
518,中西菜肴类,西餐细分,牛肉塔可,200,1个≈200 kcal,1.0,单份,0,0,0
519,中西菜肴类,西餐细分,牛肉千层面,240,1份（300g）≈720 kcal,1.0,焗制,0,0,0
520,中西菜肴类,西餐细分,藜麦鸡胸沙拉,140,1份（200g）≈280 kcal,1.0,加酱前,0,0,0
521,中西菜肴类,西餐细分,三文鱼牛油果沙拉,170,1份（200g）≈340 kcal,1.0,加酱前,0,0,0
522,中西菜肴类,西餐细分,土豆泥（加黄油）,95,1份（100g）≈95 kcal,1.0,奶香土豆泥,0,0,0
523,中西菜肴类,西餐细分,烤薯角,200,1份（100g）≈200 kcal,1.0,烤制,0,0,0
524,调味油脂类,烘焙原料,低筋面粉,345,100g≈345 kcal,1.0,烘焙用,0,0,0
525,调味油脂类,烘焙原料,高筋面粉,347,100g≈347 kcal,1.0,烘焙用,0,0,0
526,调味油脂类,烘焙原料,无糖可可粉,320,1勺（10g）≈32 kcal,1.0,烘焙用,0,0,0
527,调味油脂类,烘焙原料,抹茶粉,310,1勺（10g）≈31 kcal,1.0,烘焙用,0,0,0
528,调味油脂类,烘焙原料,吉利丁片,335,1片（5g）≈17 kcal,1.0,烘焙用,0,0,0
529,调味油脂类,调味酱料,XO酱,450,1勺（10g）≈45 kcal,1.0,海鲜酱,0,0,0
530,调味油脂类,调味酱料,蒜蓉酱,175,1勺（20g）≈35 kcal,1.0,含油,0,0,0
531,调味油脂类,调味酱料,海鲜酱,200,1勺（20g）≈40 kcal,1.0,调味酱,0,0,0
532,调味油脂类,调味酱料,柱候酱,165,1勺（20g）≈33 kcal,1.0,调味酱,0,0,0
533,调味油脂类,调味酱料,韭菜花酱,115,1勺（20g）≈23 kcal,1.0,调味酱,0,0,0
534,调味油脂类,调味酱料,泰式甜辣酱,165,1勺（20g）≈33 kcal,1.0,调味酱,0,0,0
535,调味油脂类,调味酱料,芥末酱,65,1勺（10g）≈7 kcal,1.0,调味酱,0,0,0
536,主食类,特色糕点主食,雪媚娘,240,1个（50g）≈120 kcal,1.0,奶油馅,0,0,0
537,主食类,特色糕点主食,班戟,260,1个（50g）≈130 kcal,1.0,奶油水果馅,0,0,0
538,主食类,特色糕点主食,毛巾卷,300,1份（100g）≈300 kcal,1.0,奶油蛋糕卷,0,0,0
539,主食类,特色糕点主食,冰皮月亮蛋糕,280,1个（100g）≈280 kcal,1.0,即食,0,0,0
540,主食类,特色糕点主食,爆浆蛋糕,350,1块（100g）≈350 kcal,1.0,流心蛋糕,0,0,0
541,主食类,特色糕点主食,手撕面包,340,1个（100g）≈340 kcal,1.0,即食,0,0,0
542,零食饮料类,糖果巧克力,酥心糖,500,1颗（10g）≈50 kcal,1.0,即食,0,0,0
543,零食饮料类,糖果巧克力,花生糖,470,1颗（10g）≈47 kcal,1.0,即食,0,0,0
544,零食饮料类,糖果巧克力,芝麻糖,480,1颗（10g）≈48 kcal,1.0,即食,0,0,0
545,零食饮料类,糖果巧克力,米花糖,400,1块（20g）≈80 kcal,1.0,即食,0,0,0
546,零食饮料类,糖果巧克力,高粱饴,370,1颗（10g）≈37 kcal,1.0,即食,0,0,0
547,零食饮料类,糖果巧克力,姜糖,380,1颗（10g）≈38 kcal,1.0,即食,0,0,0
548,零食饮料类,膨化零食,尖角脆,515,1袋（50g）≈258 kcal,1.0,即食,0,0,0
549,零食饮料类,膨化零食,小小酥,520,1袋（50g）≈260 kcal,1.0,即食,0,0,0
550,零食饮料类,膨化零食,芝士球,500,1袋（50g）≈250 kcal,1.0,即食,0,0,0
551,蔬菜水果类,鲜果类,红毛丹,79,10颗（100g）≈79 kcal,0.75,带核，生食,0,0,0
552,蔬菜水果类,鲜果类,人参果,80,1个（100g）≈80 kcal,0.9,生食,0,0,0
553,蔬菜水果类,鲜果类,树莓/覆盆子,52,1盒（100g）≈52 kcal,1.0,生食,0,0,0
554,蔬菜水果类,鲜果类,黑加仑,63,1串（100g）≈63 kcal,0.8,带梗，生食,0,0,0
555,蔬菜水果类,鲜果类,冻蓝莓,45,1袋（100g）≈45 kcal,1.0,无添加糖,0,0,0
556,蔬菜水果类,鲜果类,冻草莓,28,1袋（100g）≈28 kcal,1.0,无添加糖,0,0,0
557,蔬菜水果类,干果果脯类,黑枣,228,10颗（50g）≈114 kcal,1.0,即食,0,0,0
558,蔬菜水果类,干果果脯类,荔枝干,286,10颗（30g）≈86 kcal,0.8,带壳，即食,0,0,0
559,蔬菜水果类,干果果脯类,阿胶枣,322,10颗（50g）≈161 kcal,1.0,即食,0,0,0
560,蔬菜水果类,干果果脯类,陈皮,278,1勺（10g）≈28 kcal,1.0,即食,0,0,0
561,肉蛋奶类,熟制畜禽肉,猪头肉,395,1份（100g）≈395 kcal,1.0,卤制,0,0,0
562,肉蛋奶类,熟制畜禽肉,猪尾巴,300,1份（100g）≈300 kcal,1.0,卤制,0,0,0
563,肉蛋奶类,熟制畜禽肉,鸡皮（烤）,440,1份（100g）≈440 kcal,1.0,高脂,0,0,0
564,肉蛋奶类,熟制畜禽肉,鸡脆骨,200,1份（100g）≈200 kcal,1.0,烧烤/卤制,0,0,0
565,肉蛋奶类,熟制畜禽肉,鹅肝（煎）,350,1份（100g）≈350 kcal,1.0,高脂,0,0,0
566,肉蛋奶类,熟制畜禽肉,牛杂（卤）,135,1份（100g）≈135 kcal,1.0,卤制,0,0,0
567,肉蛋奶类,熟制畜禽肉,羊杂（煮）,130,1份（100g）≈130 kcal,1.0,煮制,0,0,0
568,肉蛋奶类,熟制水产,银鱼（干制）,105,1份（100g）≈105 kcal,1.0,泡发后,0,0,0
569,肉蛋奶类,熟制水产,丁香鱼,196,1份（100g）≈196 kcal,1.0,小鱼干,0,0,0
570,肉蛋奶类,熟制水产,帝王蟹腿,97,1份（100g）≈97 kcal,0.4,带壳,0,0,0
571,肉蛋奶类,加工肉制品,台式小烤肠,265,1根（20g）≈53 kcal,1.0,即食,0,0,0
572,肉蛋奶类,加工肉制品,牛肉粒,375,1袋（50g）≈188 kcal,1.0,即食,0,0,0
573,肉蛋奶类,奶及奶制品,儿童奶酪棒,275,1根（20g）≈55 kcal,1.0,即食,0,0,0
574,肉蛋奶类,奶及奶制品,酸奶粉,375,1份（30g）≈113 kcal,1.0,冲调,0,0,0
575,零食饮料类,瓶装饮料,厚椰乳,175,100ml≈175 kcal,1.0,冲调用,0,0,0
576,零食饮料类,瓶装饮料,无糖燕麦奶,40,250ml≈100 kcal,1.0,即饮,0,0,0
577,零食饮料类,瓶装饮料,无糖杏仁奶,18,250ml≈45 kcal,1.0,即饮,0,0,0
578,零食饮料类,瓶装饮料,罐装拿铁咖啡,50,250ml≈125 kcal,1.0,含糖含奶,0,0,0
579,零食饮料类,瓶装饮料,瓶装乳茶,50,500ml≈250 kcal,1.0,含糖,0,0,0
580,零食饮料类,酒类,米酒/甜酒酿,100,1碗（200g）≈200 kcal,1.0,含糯米,0,0,0
583,主食类,熟制谷薯,煮甜玉米（水果玉米）,91.5,1根（200g）≈ 183 kcal,0.6,带棒水果玉米，可食部为玉米粒,3.3,20.9,1.15
581,肉蛋奶类,奶及奶制品,零糖零脂希腊酸奶,72,1盒（200g）≈ 144 kcal,1.0,无糖脱脂希腊酸奶,9,5,0
582,肉蛋奶类,奶及奶制品,酸奶,72,1盒（200g）≈ 144 kcal,1.0,普通发酵酸奶,3.3,4.7,2
