food_id,category,sub_category,food_name,calories_per_100g,protein_per_100g,fat_per_100g,carbs_per_100g,common_unit,edible_rate,remark
434,中西菜肴类,预制菜,预制黄焖鸡,200,15.0,13.0,6.0,1份（100g）≈200 kcal,1.0,加热即食
435,中西菜肴类,预制菜,预制宫保鸡丁,175,13.5,10.0,8.0,1份（100g）≈175 kcal,1.0,加热即食
436,中西菜肴类,预制菜,预制红烧肉,375,16.0,33.0,3.0,1份（100g）≈375 kcal,1.0,加热即食
437,中西菜肴类,轻食沙拉,鸡胸肉轻食餐,325,12.0,3.5,8.0,1份≈325 kcal,1.0,减脂餐标准份
438,中西菜肴类,轻食沙拉,牛肉轻食沙拉,375,13.0,5.0,8.5,1份≈375 kcal,1.0,减脂餐标准份
439,中西菜肴类,轻食沙拉,金枪鱼三明治,365,15.0,7.0,18.0,1份≈365 kcal,1.0,全麦面包
440,调味油脂类,食用油脂,大豆油/菜籽油,899,0,99.9,0,1勺（10g）≈90 kcal,1.0,纯植物油
441,调味油脂类,食用油脂,橄榄油,899,0,99.9,0,1勺（10g）≈90 kcal,1.0,特级初榨
442,调味油脂类,食用油脂,猪油,827,0,92.0,0,1勺（10g）≈83 kcal,1.0,动物油
443,调味油脂类,食用油脂,黄油,717,0.5,79.7,0,1勺（10g）≈72 kcal,1.0,动物黄油
444,调味油脂类,食用油脂,香油/芝麻油,898,0,99.8,0,1勺（10g）≈90 kcal,1.0,调味油
445,调味油脂类,食用油脂,辣椒油,890,0,98.9,0,1勺（10g）≈89 kcal,1.0,油辣椒
446,调味油脂类,调味酱料,蛋黄酱/沙拉酱,680,1.0,75.0,2.5,1勺（20g）≈136 kcal,1.0,原味
447,调味油脂类,调味酱料,千岛酱,475,1.5,47.0,12.0,1勺（20g）≈95 kcal,1.0,调味酱
448,调味油脂类,调味酱料,番茄酱,81,1.5,0.2,18.5,1勺（20g）≈16 kcal,1.0,调味酱
449,调味油脂类,调味酱料,甜面酱,140,4.5,0.6,28.5,1勺（20g）≈28 kcal,1.0,调味酱
450,调味油脂类,调味酱料,豆瓣酱,178,7.5,8.5,16.0,1勺（20g）≈36 kcal,1.0,调味酱
451,调味油脂类,调味酱料,老干妈油辣椒,550,3.5,55.0,10.0,1勺（20g）≈110 kcal,1.0,含油辣椒
452,调味油脂类,调味酱料,蚝油,65,2.5,0.2,13.5,1勺（10g）≈7 kcal,1.0,调味酱
453,调味油脂类,调味酱料,生抽酱油,25,5.0,0.1,1.0,1勺（10g）≈3 kcal,1.0,调味
454,调味油脂类,调味酱料,陈醋/米醋,30,0,0,7.5,1勺（10g）≈3 kcal,1.0,调味
455,调味油脂类,调味酱料,韩式辣酱,190,3.5,2.5,38.0,1勺（20g）≈38 kcal,1.0,调味酱
456,调味油脂类,调味酱料,黑胡椒酱,100,1.5,6.0,10.0,1勺（20g）≈20 kcal,1.0,调味酱
457,调味油脂类,调味酱料,沙茶酱,225,3.5,18.0,12.5,1勺（20g）≈45 kcal,1.0,调味酱
458,调味油脂类,糖类甜味剂,白砂糖/冰糖,400,0,0,99.9,1勺（10g）≈40 kcal,1.0,精制糖
459,调味油脂类,糖类甜味剂,红糖,389,0.7,0,96.6,1勺（10g）≈39 kcal,1.0,蔗糖
460,调味油脂类,糖类甜味剂,蜂蜜,321,0.4,0,80.0,1勺（10g）≈32 kcal,1.0,天然糖
461,调味油脂类,糖类甜味剂,赤藓糖醇/甜菊糖,0,0,0,0,1勺（10g）≈0 kcal,1.0,零卡代糖
462,代餐特殊食品,蛋白棒,375,30.0,12.0,35.0,1根≈150 kcal,1.0,即食
463,代餐特殊食品,代餐奶昔粉,375,35.0,8.0,40.0,1份（30g）≈113 kcal,1.0,冲调
464,代餐特殊食品,即食鸡胸肉,135,24.0,3.5,0.5,1袋（100g）≈135 kcal,1.0,即食
465,代餐特殊食品,鸡胸肉肠,115,18.0,4.0,1.5,1根（30g）≈35 kcal,1.0,即食
466,代餐特殊食品,乳清蛋白粉,385,75.0,7.0,6.0,1勺（30g）≈116 kcal,1.0,冲调
467,代餐特殊食品,压缩饼干,475,8.0,20.0,67.0,1块（100g）≈475 kcal,1.0,即食
468,零食饮料类,低卡零食,魔芋蛋糕,100,4.0,2.0,16.0,1块（50g）≈50 kcal,1.0,低卡烘焙
469,零食饮料类,低卡零食,鸡胸肉薯片,375,32.0,22.0,12.0,1袋（30g）≈113 kcal,1.0,蛋白零食
470,零食饮料类,低卡零食,全麦脆,365,12.0,5.5,70.0,1份（30g）≈110 kcal,1.0,谷物零食
471,零食饮料类,低卡零食,烤海苔脆,425,15.0,30.0,25.0,1袋（2g）≈9 kcal,1.0,即食
472,蔬菜水果类,熟制蔬菜,清煮孢子甘蓝,36,2.8,0.4,5.5,1份（100g）≈36 kcal,1.0,清水煮
473,蔬菜水果类,熟制蔬菜,清煮芝麻菜,25,2.6,0.3,3.2,1份（100g）≈25 kcal,1.0,清水焯烫
474,蔬菜水果类,熟制蔬菜,清蒸芦笋,22,2.2,0.1,3.3,1份（100g）≈22 kcal,1.0,无油清蒸
475,蔬菜水果类,熟制蔬菜,清煮荠菜,27,2.3,0.3,4.0,1份（100g）≈27 kcal,1.0,清水煮
476,蔬菜水果类,熟制蔬菜,清煮香椿,47,2.5,0.4,8.5,1份（100g）≈47 kcal,1.0,清水焯烫
477,肉蛋奶类,熟制畜禽肉,卤鸭肠,129,15.5,7.0,0.5,1份（100g）≈129 kcal,1.0,卤制
478,肉蛋奶类,熟制畜禽肉,卤鸭肝,128,18.0,6.0,0.5,1份（100g）≈128 kcal,1.0,卤制
479,肉蛋奶类,熟制畜禽肉,卤鸭锁骨,215,20.0,14.0,1.0,1份（100g）≈2
food_id,category,sub_category,food_name,calories_per_100g,protein_per_100g,fat_per_100g,carbs_per_100g,common_unit,edible_rate,remark
480,肉蛋奶类,熟制畜禽肉,水煮兔肉,130,21.5,4.5,0.2,1份（100g）≈130 kcal,1.0,清水煮
481,肉蛋奶类,熟制畜禽肉,酱驴肉,145,24.5,5.0,1.5,1份（100g）≈145 kcal,1.0,卤制
482,肉蛋奶类,熟制水产,清蒸多宝鱼,105,19.5,2.5,0,1份（100g）≈105 kcal,1.0,清蒸
483,肉蛋奶类,熟制水产,清蒸石斑鱼,92,20.0,1.2,0,1份（100g）≈92 kcal,1.0,清蒸
484,肉蛋奶类,熟制水产,清煮鲅鱼,121,21.2,4.0,0.2,1份（100g）≈121 kcal,1.0,清水煮
485,肉蛋奶类,熟制水产,清煮象拔蚌,82,17.0,1.0,2.0,1份（100g）≈82 kcal,1.0,清水煮
486,肉蛋奶类,熟制水产,清煮北极贝,70,13.5,0.8,2.5,1份（100g）≈70 kcal,1.0,清水煮
487,肉蛋奶类,熟制水产,清煮波士顿龙虾,90,18.9,1.5,1.0,1只（500g）≈450 kcal,0.4,带壳
488,肉蛋奶类,熟制水产,清煮皮皮虾,81,17.5,1.2,1.5,1份（100g）≈81 kcal,0.3,带壳
489,肉蛋奶类,熟制水产,清煮蛏子,40,7.5,0.5,2.0,1份（100g）≈40 kcal,0.2,带壳
490,肉蛋奶类,加工肉制品,蒜肠,275,13.0,23.0,3.5,1根（100g）≈275 kcal,1.0,即食
491,肉蛋奶类,加工肉制品,血肠,165,10.0,12.5,3.0,1份（100g）≈165 kcal,1.0,蒸制
492,肉蛋奶类,加工肉制品,米肠,215,8.0,14.0,15.0,1份（100g）≈215 kcal,1.0,蒸制
493,肉蛋奶类,加工肉制品,猪肉粒,400,28.0,28.0,10.0,1袋（50g）≈200 kcal,1.0,即食
494,肉蛋奶类,奶及奶制品,水牛奶,85,3.8,4.5,5.0,1盒（200ml）≈170 kcal,1.0,即饮
495,肉蛋奶类,奶及奶制品,羊奶,59,3.0,3.2,4.5,1盒（200ml）≈118 kcal,1.0,即饮
496,肉蛋奶类,奶及奶制品,马斯卡彭奶酪,410,7.0,40.0,3.0,1勺（20g）≈82 kcal,1.0,烘焙用
497,肉蛋奶类,奶及奶制品,布里奶酪,330,20.0,27.0,0.5,1块（20g）≈66 kcal,1.0,即食
498,中西菜肴类,八大菜系菜,辣椒炒肉,200,12.0,16.0,4.5,1份（100g）≈200 kcal,1.0,湘菜
499,中西菜肴类,八大菜系菜,小炒黄牛肉,170,18.0,10.0,3.5,1份（100g）≈170 kcal,1.0,湘菜
500,中西菜肴类,八大菜系菜,剁椒鱼头,130,17.0,6.0,2.0,1份（100g）≈130 kcal,0.4,带骨，湘菜
501,中西菜肴类,八大菜系菜,东坡肉,485,15.0,46.0,2.0,1份（100g）≈485 kcal,1.0,江浙菜
502,中西菜肴类,八大菜系菜,糖醋里脊,275,18.0,16.0,15.0,1份（100g）≈275 kcal,1.0,江浙菜
503,中西菜肴类,八大菜系菜,锅包肉,305,16.0,18.0,22.0,1份（100g）≈305 kcal,1.0,东北菜
504,中西菜肴类,八大菜系菜,猪肉炖粉条,205,10.0,15.0,10.0,1份（100g）≈205 kcal,1.0,东北菜
505,中西菜肴类,八大菜系菜,杀猪菜,175,12.0,12.0,5.0,1份（100g）≈175 kcal,1.0,东北菜
506,中西菜肴类,烧烤夜宵,烤牛肉串,170,20.0,10.0,1.0,10串≈170 kcal,1.0,烧烤制
507,中西菜肴类,烧烤夜宵,蒜蓉烤茄子,120,1.5,9.0,8.0,1份（100g）≈120 kcal,1.0,烧烤制
508,中西菜肴类,烧烤夜宵,烤韭菜,100,2.0,8.5,4.0,1串≈100 kcal,1.0,刷油烤制
509,中西菜肴类,烧烤夜宵,烤金针菇,110,2.5,9.0,5.5,1串≈110 kcal,1.0,刷油烤制
510,中西菜肴类,烧烤夜宵,蒜蓉烤生蚝,95,9.5,3.5,2.5,1个（100g）≈95 kcal,0.3,带壳
511,中西菜肴类,烧烤夜宵,蒜蓉小龙虾,175,14.0,12.0,3.0,1斤（500g）≈875 kcal,0.3,带壳
512,中西菜肴类,烧烤夜宵,捞汁小海鲜,100,12.0,4.5,3.5,1份（100g）≈100 kcal,1.0,捞汁
513,中西菜肴类,烧烤夜宵,锡纸花甲粉,140,4.5,5.0,18.0,1份（200g）≈280 kcal,1.0,含粉丝
514,中西菜肴类,西餐细分,黑椒牛柳意面,185,8.5,6.5,25.0,1份（300g）≈555 kcal,1.0,意面
515,中西菜肴类,西餐细分,榴莲披萨,280,7.0,12.0,35.0,1片（100g）≈280 kcal,1.0,薄底
516,中西菜肴类,西餐细分,玛格丽特披萨,235,9.0,8.5,30.0,1片（100g）≈235 kcal,1.0,薄底
517,中西菜肴类,西餐细分,墨西哥鸡肉卷,220,15.0,10.0,18.0,1份≈220 kcal,1.0,单卷
518,中西菜肴类,西餐细分,牛肉塔可,200,12.0,10.0,15.0,1个≈200 kcal,1.0,单份
519,中西菜肴类,西餐细分,牛肉千层面,240,10.0,12.0,25.0,1份（300g）≈720 kcal,1.0,焗制
520,中西菜肴类,西餐细分,藜麦鸡胸沙拉,140,10.0,5.0,15.0,1份（200g）≈280 kcal,1.0,加酱前
521,中西菜肴类,西餐细分,三文鱼牛油果沙拉,170,10.5,11.0,8.0,1份（200g）≈340 kcal,1.0,加酱前
522,中西菜肴类,西餐细分,土豆泥（加黄油）,95,2.0,4.5,13.0,1份（100g）≈95 kcal,1.0,奶香土豆泥
523,中西菜肴类,西餐细分,烤薯角,200,3.5,10.0,25.0,1份（100g）≈200 kcal,1.0,烤制
524,调味油脂类,烘焙原料,低筋面粉,345,10.5,1.2,72.5,100g≈345 kcal,1.0,烘焙用
525,调味油脂类,烘焙原料,高筋面粉,347,12.5,1.5,71.5,100g≈347 kcal,1.0,烘焙用
526,调味油脂类,烘焙原料,无糖可可粉,320,20.0,12.0,40.0,1勺（10g）≈32 kcal,1.0,烘焙用
527,调味油脂类,烘焙原料,抹茶粉,310,25.0,5.0,45.0,1勺（10g）≈31 kcal,1.0,烘焙用
528,调味油脂类,烘焙原料,吉利丁片,335,85.0,0.1,0,1片（5g）≈17 kcal,1.0,烘焙用
529,调味油脂类,调味酱料,XO酱,450,15.0,40.0,10.0,1勺（10g）≈45 kcal,1.0,海鲜酱
530,调味油脂类,调味酱料,蒜蓉酱,175,2.0,15.0,8.5,1勺（20g）≈35 kcal,1.0,含油
531,调味油脂类,调味酱料,海鲜酱,200,3.0,5.0,30.0,1勺（20g）≈40 kcal,1.0,调味酱
532,调味油脂类,调味酱料,柱候酱,165,3.5,4.0,28.0,1勺（20g）≈33 kcal,1.0,调味酱
533,调味油脂类,调味酱料,韭菜花酱,115,4.0,6.5,10.0,1勺（20g）≈23 kcal,1.0,调味酱
534,调味油脂类,调味酱料,泰式甜辣酱,165,0.5,0.5,38.0,1勺（20g）≈33 kcal,1.0,调味酱
535,调味油脂类,调味酱料,芥末酱,65,1.5,3.5,5.0,1勺（10g）≈7 kcal,1.0,调味酱
536,主食类,特色糕点主食,雪媚娘,240,3.0,10.0,35.0,1个（50g）≈120 kcal,1.0,奶油馅
537,主食类,特色糕点主食,班戟,260,3.5,12.0,33.0,1个（50g）≈130 kcal,1.0,奶油水果馅
538,主食类,特色糕点主食,毛巾卷,300,4.5,18.0,32.0,1份（100g）≈300 kcal,1.0,奶油蛋糕卷
539,主食类,特色糕点主食,冰皮月亮蛋糕,280,4.0,14.0,35.0,1个（100g）≈280 kcal,1.0,即食
540,主食类,特色糕点主食,爆浆蛋糕,350,5.0,20.0,38.0,1块（100g）≈350 kcal,1.0,流心蛋糕
541,主食类,特色糕点主食,手撕面包,340,8.5,10.0,58.0,1个（100g）≈340 kcal,1.0,即食
542,零食饮料类,糖果巧克力,酥心糖,500,3.5,25.0,68.0,1颗（10g）≈50 kcal,1.0,即食
543,零食饮料类,糖果巧克力,花生糖,470,8.0,18.0,65.0,1颗（10g）≈47 kcal,1.0,即食
544,零食饮料类,糖果巧克力,芝麻糖,480,6.0,20.0,62.0,1颗（10g）≈48 kcal,1.0,即食
545,零食饮料类,糖果巧克力,米花糖,400,3.0,10.0,78.0,1块（20g）≈80 kcal,1.0,即食
546,零食饮料类,糖果巧克力,高粱饴,370,1.5,2.0,88.0,1颗（10g）≈37 kcal,1.0,即食
547,零食饮料类,糖果巧克力,姜糖,380,1.0,2.5,88.5,1颗（10g）≈38 kcal,1.0,即食
548,零食饮料类,膨化零食,尖角脆,515,6.0,30.0,55.0,1袋（50g）≈258 kcal,1.0,即食
549,零食饮料类,膨化零食,小小酥,520,5.5,31.0,54.0,1袋（50g）≈260 kcal,1.0,即食
550,零食饮料类,膨化零食,芝士球,500,6.5,28.0,56.0,1袋（50g）≈250 kcal,1.0,即食
551,蔬菜水果类,鲜果类,红毛丹,79,0.8,0.5,17.5,10颗（100g）≈79 kcal,0.75,带核，生食
552,蔬菜水果类,鲜果类,人参果,80,0.6,0.2,18.0,1个（100g）≈80 kcal,0.9,生食
553,蔬菜水果类,鲜果类,树莓/覆盆子,52,1.2,0.7,11.0,1盒（100g）≈52 kcal,1.0,生食
554,蔬菜水果类,鲜果类,黑加仑,63,1.5,0.4,13.0,1串（100g）≈63 kcal,0.8,带梗，生食
555,蔬菜水果类,鲜果类,冻蓝莓,45,0.6,0.2,10.5,1袋（100g）≈45 kcal,1.0,无添加糖
556,蔬菜水果类,鲜果类,冻草莓,28,0.8,0.1,6.0,1袋（100g）≈28 kcal,1.0,无添加糖
557,蔬菜水果类,干果果脯类,黑枣,228,1.5,0.3,53.0,10颗（50g）≈114 kcal,1.0,即食
558,蔬菜水果类,干果果脯类,荔枝干,286,3.5,0.4,65.0,10颗（30g）≈86 kcal,0.8,带壳，即食
559,蔬菜水果类,干果果脯类,阿胶枣,322,1.2,0.3,76.5,10颗（50g）≈161 kcal,1.0,即食
560,蔬菜水果类,干果果脯类,陈皮,278,2.5,0.5,65.0,1勺（10g）≈28 kcal,1.0,即食
561,肉蛋奶类,熟制畜禽肉,猪头肉,395,17.0,36.0,0.5,1份（100g）≈395 kcal,1.0,卤制
562,肉蛋奶类,熟制畜禽肉,猪尾巴,300,18.0,25.0,0.5,1份（100g）≈300 kcal,1.0,卤制
563,肉蛋奶类,熟制畜禽肉,鸡皮（烤）,440,6.0,45.0,0.5,1份（100g）≈440 kcal,1.0,高脂
564,肉蛋奶类,熟制畜禽肉,鸡脆骨,200,18.0,13.0,2.0,1份（100g）≈200 kcal,1.0,烧烤/卤制
565,肉蛋奶类,熟制畜禽肉,鹅肝（煎）,350,12.0,33.0,2.0,1份（100g）≈350 kcal,1.0,高脂
566,肉蛋奶类,熟制畜禽肉,牛杂（卤）,135,19.0,6.0,1.5,1份（100g）≈135 kcal,1.0,卤制
567,肉蛋奶类,熟制畜禽肉,羊杂（煮）,130,18.5,6.5,1.0,1份（100g）≈130 kcal,1.0,煮制
568,肉蛋奶类,熟制水产,银鱼（干制）,105,17.5,2.5,1.0,1份（100g）≈105 kcal,1.0,泡发后
569,肉蛋奶类,熟制水产,丁香鱼,196,35.0,6.0,2.5,1份（100g）≈196 kcal,1.0,小鱼干
570,肉蛋奶类,熟制水产,帝王蟹腿,97,18.0,2.0,0.5,1份（100g）≈97 kcal,0.4,带壳
571,肉蛋奶类,加工肉制品,台式小烤肠,265,15.0,22.0,2.0,1根（20g）≈53 kcal,1.0,即食
572,肉蛋奶类,加工肉制品,牛肉粒,375,35.0,25.0,3.0,1袋（50g）≈188 kcal,1.0,即食
573,肉蛋奶类,奶及奶制品,儿童奶酪棒,275,15.0,20.0,10.0,1根（20g）≈55 kcal,1.0,即食
574,肉蛋奶类,奶及奶制品,酸奶粉,375,30.0,8.0,45.0,1份（30g）≈113 kcal,1.0,冲调
575,零食饮料类,瓶装饮料,厚椰乳,175,2.0,17.0,5.0,100ml≈175 kcal,1.0,冲调用
576,零食饮料类,瓶装饮料,无糖燕麦奶,40,1.0,1.5,6.0,250ml≈100 kcal,1.0,即饮
577,零食饮料类,瓶装饮料,无糖杏仁奶,18,0.5,1.0,1.5,250ml≈45 kcal,1.0,即饮
578,零食饮料类,瓶装饮料,罐装拿铁咖啡,50,2.0,2.0,6.5,250ml≈125 kcal,1.0,含糖含奶
579,零食饮料类,瓶装饮料,瓶装乳茶,50,1.5,2.0,7.5,500ml≈250 kcal,1.0,含糖
580,零食饮料类,酒类,米酒/甜酒酿,100,2.5,0.5,20.0,1碗（200g）≈200 kcal,1.0,含糯米
